Original: get|permission , predicted 1st: get|permission
Original: set|stop|cfm , predicted 1st: 
Original: get|stop|cfm , predicted 1st: get
Original: set|motor|erp , predicted 1st: 
Original: get|motor|erp , predicted 1st: get
Original: set|motor|cfm , predicted 1st: 
Original: get|motor|cfm , predicted 1st: get
Original: set|enable|motor , predicted 1st: set
Original: get|enable|motor , predicted 1st: get
Original: set|servo|motor , predicted 1st: set
Original: get|servo|motor , predicted 1st: get
Original: set|enable|spring , predicted 1st: set
Original: get|enable|spring , predicted 1st: get
Original: set|servo|target , predicted 1st: 
Original: get|servo|target , predicted 1st: get
Original: set|spring|stiffness , predicted 1st: 
Original: get|spring|stiffness , predicted 1st: get
Original: set|spring|stiffness|limited , predicted 1st: set
Original: get|spring|stiffness|limited , predicted 1st: get
Original: set|spring|damping , predicted 1st: 
Original: get|spring|damping , predicted 1st: get
Original: set|spring|damping|limited , predicted 1st: set
Original: get|spring|damping|limited , predicted 1st: get
Original: set|equilibrium|point , predicted 1st: 
Original: get|equilibrium|point , predicted 1st: get
Original: set|target|velocity , predicted 1st: 
Original: get|target|velocity , predicted 1st: get
Original: set|max|motor|force , predicted 1st: 
Original: get|max|motor|force , predicted 1st: get|max
Original: set|current|limit|error , predicted 1st: 
Original: get|current|limit|error , predicted 1st: get
Original: set|current|limit|error|hi , predicted 1st: 
Original: get|current|limit|error|hi , predicted 1st: get
Original: set|current|linear|diff , predicted 1st: 
Original: get|current|linear|diff , predicted 1st: get
Original: set|current|limit , predicted 1st: set
Original: get|current|limit , predicted 1st: get
Original: is|limited , predicted 1st: is|limit
Original: test|limit|value , predicted 1st: set
Original: initialize|components , predicted 1st: create|panel
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: construct , predicted 1st: construct
Original: dispose , predicted 1st: dispose
Original: get|wrapper , predicted 1st: get|wrapper|wrapper
Original: wrap , predicted 1st: to|byte|buffer
Original: as|read|only|buffer , predicted 1st: to|buffer|buffer
Original: compact , predicted 1st: buffer
Original: duplicate , predicted 1st: to|buffer|buffer
Original: get , predicted 1st: get|buffer|char
Original: get , predicted 1st: get|char
Original: is|direct , predicted 1st: is|direct
Original: is|read|only , predicted 1st: is|read|only
Original: order , predicted 1st: order
Original: protected|array , predicted 1st: get|char|types
Original: protected|array|offset , predicted 1st: get|column|count
Original: protected|has|array , predicted 1st: is
Original: put , predicted 1st: char
Original: put , predicted 1st: char|char
Original: slice , predicted 1st: to|buffer|buffer
Original: sub|sequence , predicted 1st: get|sequence
Original: begin , predicted 1st: start
Original: update , predicted 1st: 
Original: reset , predicted 1st: reset
Original: get|color , predicted 1st: get|color
Original: set|color , predicted 1st: set|color
Original: get|end|color , predicted 1st: get|end
Original: set|end|color , predicted 1st: set|color
Original: main , predicted 1st: create
Original: draw , predicted 1st: fill
Original: get|color , predicted 1st: get|color
Original: set|color , predicted 1st: set|color
Original: to|string , predicted 1st: get|display|name
Original: get|values , predicted 1st: get|color
Original: set|values , predicted 1st: set|color
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set , predicted 1st: set
Original: set|position , predicted 1st: set
Original: set|position , predicted 1st: set|y
Original: set|x , predicted 1st: set|x
Original: set|y , predicted 1st: set|y
Original: set|radius , predicted 1st: set
Original: contains , predicted 1st: 
Original: contains , predicted 1st: is
Original: contains , predicted 1st: is
Original: overlaps , predicted 1st: 
Original: to|string , predicted 1st: to|string
Original: circumference , predicted 1st: get
Original: area , predicted 1st: get
Original: equals , predicted 1st: equals
Original: hash|code , predicted 1st: hash|code
Original: reset , predicted 1st: 
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: swig|director|disconnect , predicted 1st: delete
Original: swig|release|ownership , predicted 1st: 
Original: swig|take|ownership , predicted 1st: 
Original: add|single|result , predicted 1st: 
Original: get|ray|from|world , predicted 1st: 
Original: set|ray|from|world , predicted 1st: set|callback
Original: get|ray|to|world , predicted 1st: 
Original: set|ray|to|world , predicted 1st: set|callback
Original: get|hit|normal|world , predicted 1st: 
Original: set|hit|normal|world , predicted 1st: set|callback
Original: get|hit|point|world , predicted 1st: 
Original: set|hit|point|world , predicted 1st: set|callback
Original: create|world , predicted 1st: create|test
Original: add|build|script , predicted 1st: write
Original: add|all|projects , predicted 1st: write
Original: add|project , predicted 1st: write|dependencies
Original: add|dependencies , predicted 1st: write|dependencies
Original: add|configurations , predicted 1st: write
Original: write , predicted 1st: write
Original: space , predicted 1st: write
Original: clamp , predicted 1st: get|indent
Original: count|matches , predicted 1st: get|count
Original: repeat , predicted 1st: 
Original: init , predicted 1st: init
Original: init , predicted 1st: init
Original: init , predicted 1st: load
Original: new|object , predicted 1st: get|part
Original: get|shape|parts , predicted 1st: apply
Original: get|shape|parts , predicted 1st: get|shape|shape
Original: obtain|static|node|shape , predicted 1st: transform
Original: obtain|static|node|shape , predicted 1st: get|shape|shape
Original: obtain|static|shape , predicted 1st: get|shape|shape
Original: is , predicted 1st: is
Original: create|ambient , predicted 1st: create|color|color
Original: create|ambient , predicted 1st: float
Original: create|diffuse , predicted 1st: create|color|color
Original: create|diffuse , predicted 1st: float
Original: create|specular , predicted 1st: create|color|color
Original: create|specular , predicted 1st: float
Original: create|reflection , predicted 1st: create|color|color
Original: create|reflection , predicted 1st: create|color|attribute
Original: copy , predicted 1st: get|attribute|attribute
Original: hash|code , predicted 1st: hash|code
Original: compare|to , predicted 1st: compare
Original: reset , predicted 1st: 
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: swig|director|disconnect , predicted 1st: delete
Original: swig|release|ownership , predicted 1st: 
Original: swig|take|ownership , predicted 1st: 
Original: set|convex|from|world , predicted 1st: 
Original: get|convex|from|world , predicted 1st: get
Original: set|convex|to|world , predicted 1st: 
Original: get|convex|to|world , predicted 1st: get
Original: set|hit|collision|object , predicted 1st: hit
Original: get|hit|collision|object , predicted 1st: get
Original: add|single|result , predicted 1st: 
Original: get|convex|from|world , predicted 1st: 
Original: set|ray|from|world , predicted 1st: set|callback
Original: get|convex|to|world , predicted 1st: 
Original: set|convex|to|world , predicted 1st: set|callback
Original: get|hit|normal|world , predicted 1st: 
Original: set|hit|normal|world , predicted 1st: set|callback
Original: get|hit|point|world , predicted 1st: 
Original: set|hit|point|world , predicted 1st: set|callback
Original: reset , predicted 1st: reset
Original: get|c|ptr , predicted 1st: get
Original: finalize , predicted 1st: run
Original: delete , predicted 1st: delete
Original: set|num|vertices , predicted 1st: set
Original: get|num|vertices , predicted 1st: get
Original: set|simplex|vector|w , predicted 1st: 
Original: get|simplex|vector|w , predicted 1st: get
Original: set|simplex|points|p , predicted 1st: 
Original: get|simplex|points|p , predicted 1st: get
Original: set|simplex|points|q , predicted 1st: 
Original: get|simplex|points|q , predicted 1st: get
Original: set|cached|p , predicted 1st: 
Original: get|cached|p , predicted 1st: get
Original: set|cached|p , predicted 1st: 
Original: get|cached|p , predicted 1st: get
Original: set|cached|v , predicted 1st: 
Original: get|cached|v , predicted 1st: get
Original: set|last|w , predicted 1st: 
Original: get|last|w , predicted 1st: get
Original: set|equal|vertex|threshold , predicted 1st: set
Original: get|equal|vertex|threshold , predicted 1st: get
Original: set|cached|valid|closest , predicted 1st: set
Original: get|cached|valid|closest , predicted 1st: is
Original: set|cached|bc , predicted 1st: set
Original: get|cached|bc , predicted 1st: get
Original: set|needs|update , predicted 1st: set
Original: get|needs|update , predicted 1st: is
Original: remove|vertex , predicted 1st: set
Original: reduce|vertices , predicted 1st: add
Original: update|closest|vector|and|points , predicted 1st: is
Original: closest|pt|point|tetrahedron , predicted 1st: 
Original: point|outside|of|plane , predicted 1st: 
Original: closest|pt|point|triangle , predicted 1st: 
Original: reset , predicted 1st: 
Original: add|vertex , predicted 1st: 
Original: closest , predicted 1st: 
Original: max|vertex , predicted 1st: get
Original: full|simplex , predicted 1st: is
Original: get|simplex , predicted 1st: 
Original: in|simplex , predicted 1st: 
Original: backup|closest , predicted 1st: 
Original: empty|simplex , predicted 1st: is
Original: compute|points , predicted 1st: 
Original: get|parameter|types , predicted 1st: get|parameter|types
Original: get|declaring|class , predicted 1st: get|class
Original: is|accessible , predicted 1st: is|accessible
Original: set|accessible , predicted 1st: set|accessible
Original: new|instance , predicted 1st: invoke
Original: render , predicted 1st: run
Original: create , predicted 1st: create
Original: resize , predicted 1st: update
Original: dispose , predicted 1st: dispose|resources
Original: next , predicted 1st: set|loading
Original: loadnext , predicted 1st: test
Original: key|down , predicted 1st: key|down
Original: key|typed , predicted 1st: typed|typed
Original: key|up , predicted 1st: process|key
Original: touch|down , predicted 1st: 
Original: touch|dragged , predicted 1st: 
Original: touch|up , predicted 1st: 
Original: mouse|moved , predicted 1st: mouse|moved
Original: scrolled , predicted 1st: 
Original: touch|down , predicted 1st: 
Original: tap , predicted 1st: 
Original: long|press , predicted 1st: long|long
Original: fling , predicted 1st: 
Original: pan , predicted 1st: 
Original: pan|stop , predicted 1st: 
Original: zoom , predicted 1st: distance
Original: pinch , predicted 1st: 
Original: initialize , predicted 1st: add|listener|listener
Original: clicked , predicted 1st: input
Original: set|checked , predicted 1st: set
Original: set|checked , predicted 1st: fire|event
Original: toggle , predicted 1st: set|checked
Original: is|checked , predicted 1st: is|checked
Original: is|pressed , predicted 1st: is|pressed
Original: is|over , predicted 1st: is
Original: get|click|listener , predicted 1st: get|click|listener
Original: is|disabled , predicted 1st: is|disabled
Original: set|disabled , predicted 1st: set|disabled
Original: set|programmatic|change|events , predicted 1st: set|events
Original: set|style , predicted 1st: set|style
Original: get|style , predicted 1st: get|style
